dataset_id_1,column_name_1,dataset_id_2,column_name_2,score,method
kiyv-ks3f,,e7es-jx5j,,0.9008,embedding
kiyv-ks3f,,3m3d-zzwn,,0.7649,embedding
kiyv-ks3f,,8kvz-b7tv,,0.8285,embedding
kiyv-ks3f,,dpb9-ubdh,,0.792,embedding
kiyv-ks3f,,yunp-vs8g,,0.8284,embedding
kiyv-ks3f,,xs5m-jrpm,,0.8248,embedding
kiyv-ks3f,,rytv-g5ui,,0.8128,embedding
kiyv-ks3f,,xxjs-y9yk,,0.8193,embedding
kiyv-ks3f,,44t3-dj6x,,0.7868,embedding
kiyv-ks3f,,mcti-yg8i,,0.7913,embedding
kiyv-ks3f,,u7wp-np5k,,0.8357,embedding
kiyv-ks3f,,gk83-aa6y,,0.8184,embedding
kiyv-ks3f,,4zdr-zwdi,,0.8646,embedding
kiyv-ks3f,,y9si-s7ab,,0.7637,embedding
kiyv-ks3f,,kun8-kdsr,,0.7952,embedding
kiyv-ks3f,,922w-z7da,,0.8249,embedding
kiyv-ks3f,,tcwb-nry3,,0.8224,embedding
kiyv-ks3f,,kwss-yksz,,0.8741,embedding
kiyv-ks3f,,3we2-bw9s,,0.797,embedding
kiyv-ks3f,,inb9-u6nt,,0.8267,embedding
kiyv-ks3f,,8rjn-kpsh,,0.8369,embedding
kiyv-ks3f,,vtjm-ngnu,,0.7598,embedding
kiyv-ks3f,,fpeh-f7ci,,0.8051,embedding
kiyv-ks3f,,p3r6-jdne,,0.7648,embedding
kiyv-ks3f,,wyj6-frpa,,0.8859,embedding
kiyv-ks3f,,3vyj-dkjt,,0.8881,embedding
kiyv-ks3f,,qjvp-rnsx,,0.8797,embedding
kiyv-ks3f,,tcj7-bhry,,0.9074,embedding
kiyv-ks3f,,83z6-smyr,,0.8683,embedding
kiyv-ks3f,,yqhh-93zq,,0.8224,embedding
kiyv-ks3f,,vnz6-h2k4,,0.8147,embedding
kiyv-ks3f,,af2s-4k4p,,0.8489,embedding
kiyv-ks3f,,fbkk-n4e3,,0.7901,embedding
kiyv-ks3f,,76hw-72td,,0.7642,embedding
kiyv-ks3f,,6njb-jmjq,,0.844,embedding
kiyv-ks3f,,x882-mwt5,,0.7539,embedding
kiyv-ks3f,,xc4v-ntf4,,0.7654,embedding
kiyv-ks3f,,dtmw-avzj,,0.8759,embedding
kiyv-ks3f,,bdha-6eqy,,0.8494,embedding
kiyv-ks3f,,kgzj-pjna,,0.791,embedding
kiyv-ks3f,,8532-9v5k,,0.9008,embedding
kiyv-ks3f,,2ji4-fd5z,,0.7664,embedding
kiyv-ks3f,,sm2x-35i7,,0.7949,embedding
kiyv-ks3f,,pvxf-9irb,,0.9058,embedding
kiyv-ks3f,,k84j-firu,,0.8687,embedding
kiyv-ks3f,,4pta-f4ca,,0.7536,embedding
kiyv-ks3f,,dimy-qyej,,0.7966,embedding
kiyv-ks3f,,cgcg-w2ys,,0.8551,embedding
kiyv-ks3f,,mdmw-kuen,,0.7737,embedding
kiyv-ks3f,,yqky-aebb,,0.8972,embedding
kiyv-ks3f,,6wee-b7wf,,0.8638,embedding
kiyv-ks3f,,vmfm-wic2,,0.8674,embedding
kiyv-ks3f,,w38c-pyzq,,0.8814,embedding
kiyv-ks3f,,vgmz-py3h,,0.7731,embedding
kiyv-ks3f,,f5zq-eacn,,0.7607,embedding
kiyv-ks3f,,tmt9-43em,,0.817,embedding
kiyv-ks3f,,855v-w7mc,,0.9005,embedding
kiyv-ks3f,,ahcp-vck8,,0.7642,embedding
kiyv-ks3f,,w9zq-xm8b,,0.8074,embedding
kiyv-ks3f,,brsj-szf5,,0.8385,embedding
kiyv-ks3f,,is5y-7g3y,,0.8043,embedding
kiyv-ks3f,,i85y-pwpn,,0.7664,embedding
kiyv-ks3f,,wkij-g2bh,,0.855,embedding
kiyv-ks3f,,tpt8-yikk,,0.7642,embedding
kiyv-ks3f,,ya22-5bh7,,0.7642,embedding
kiyv-ks3f,,fzy4-e84j,,0.8596,embedding
kiyv-ks3f,,shr7-eqdc,,0.7841,embedding
kiyv-ks3f,,tzsf-n2j8,,0.8786,embedding
kiyv-ks3f,,ns8x-qshd,,0.8393,embedding
kiyv-ks3f,,6ax4-q5k4,,0.7793,embedding
kiyv-ks3f,,32rn-zwi7,,0.8716,embedding
kiyv-ks3f,,kx6j-f3vm,,0.7664,embedding
kiyv-ks3f,,4tnw-tspg,,0.7595,embedding
kiyv-ks3f,,2td3-mfek,,0.8571,embedding
kiyv-ks3f,,5mv6-f76y,,0.8223,embedding
kiyv-ks3f,,eubv-y6cr,,0.8168,embedding
kiyv-ks3f,,ew6u-9hb3,,0.7642,embedding
kiyv-ks3f,,d4mz-3bq9,,0.7706,embedding
kiyv-ks3f,,j4y5-w7iq,,0.8006,embedding
kiyv-ks3f,,j9we-9a43,,0.7642,embedding
kiyv-ks3f,,mhyv-6iza,,0.8454,embedding
kiyv-ks3f,,4rz2-mrsh,,0.7642,embedding
kiyv-ks3f,,py32-wyad,,0.7642,embedding
kiyv-ks3f,,yhck-bxbs,,0.7642,embedding
kiyv-ks3f,,pc3j-jk2d,,0.7872,embedding
kiyv-ks3f,,dhcf-pcvf,,0.7872,embedding
kiyv-ks3f,,k3sr-iysq,,0.8765,embedding
kiyv-ks3f,,xvww-awjk,,0.8828,embedding
kiyv-ks3f,,snr4-t66y,,0.7847,embedding
kiyv-ks3f,,gq2c-wem9,,0.854,embedding
kiyv-ks3f,,7qsb-ehm7,,0.762,embedding
kiyv-ks3f,,8xru-fryn,,0.9126,embedding
kiyv-ks3f,,mc7h-evz7,,0.8565,embedding
kiyv-ks3f,,bvus-rxia,,0.7992,embedding
kiyv-ks3f,,gxfj-gcr2,,0.8722,embedding
kiyv-ks3f,,7wa7-cvt5,,0.8761,embedding
kiyv-ks3f,,aaqu-mkmi,,0.8753,embedding
kiyv-ks3f,,j62s-m9yf,,0.8074,embedding
kiyv-ks3f,,gtdx-4w36,,0.871,embedding
kiyv-ks3f,,53jq-yvwd,,0.822,embedding
kiyv-ks3f,,xpi5-cr5b,,0.7938,embedding
kiyv-ks3f,,wn4z-dw55,,0.8919,embedding
kiyv-ks3f,,it7p-hbtd,,0.7872,embedding
kiyv-ks3f,,fcnc-95cn,,0.826,embedding
kiyv-ks3f,,kb2e-tjy3,,0.7694,embedding
kiyv-ks3f,,g5fd-8j6i,,0.8216,embedding
kiyv-ks3f,,mtj6-vmci,,0.8091,embedding
kiyv-ks3f,,tm9k-c4na,,0.8735,embedding
kiyv-ks3f,,n47m-7kn5,,0.8593,embedding
kiyv-ks3f,,4wtg-vt8c,,0.7849,embedding
kiyv-ks3f,,6up2-gnw8,,0.7675,embedding
ji82-xba5,,rgyu-ii48,,0.8022,embedding
ji82-xba5,,nre2-6m2s,,0.8443,embedding
ji82-xba5,,wshr-5vic,,0.8644,embedding
ji82-xba5,,d6zx-ckhd,,0.756,embedding
ji82-xba5,,qybk-bjjc,,0.8546,embedding
ji82-xba5,,wwhr-5ven,,0.876,embedding
ji82-xba5,,tbgj-tdd6,,0.7903,embedding
ji82-xba5,,i4kb-6ab6,,0.842,embedding
ji82-xba5,,ud4g-9x9z,,0.812,embedding
ji82-xba5,,qdq3-9eqn,,0.7875,embedding
ji82-xba5,,rvih-nhyn,,0.7983,embedding
ji82-xba5,,ygpa-z7cr,,0.802,embedding
ji82-xba5,,hn5i-inap,,0.7606,embedding
ji82-xba5,,pkdm-hqz6,,0.8081,embedding
ji82-xba5,,tjus-cn27,,0.8634,embedding
ji82-xba5,,hjae-yuav,,0.7962,embedding
ji82-xba5,,c5vm-g2dk,,0.8425,embedding
ji82-xba5,,6kbp-uz6m,,0.8159,embedding
ji82-xba5,,w9ei-idxz,,0.7899,embedding
ji82-xba5,,v57i-gtxb,,0.761,embedding
ji82-xba5,,4j29-i5ry,,0.8454,embedding
ji82-xba5,,bzxi-2tsw,,0.8429,embedding
ji82-xba5,,p4u2-3jgx,,0.7939,embedding
ji82-xba5,,ssq6-fkht,,0.8477,embedding
ji82-xba5,,crns-fw6u,,0.8614,embedding
ji82-xba5,,xnfm-u3k5,,0.7755,embedding
ji82-xba5,,3ub5-4ph8,,0.7686,embedding
ji82-xba5,,9d9t-bmk7,,0.8494,embedding
ji82-xba5,,jjja-shxy,,0.8311,embedding
ji82-xba5,,bi53-yph3,,0.831,embedding
ji82-xba5,,yvxd-uipr,,0.8139,embedding
ji82-xba5,,smn3-rzf9,,0.792,embedding
ji82-xba5,,3rfa-3xsf,,0.7661,embedding
ji82-xba5,,bsin-59hv,,0.908,embedding
ji82-xba5,,n6c5-95xh,,0.8124,embedding
ji82-xba5,,855j-jady,,0.7916,embedding
ji82-xba5,,8znf-7b2c,,0.7749,embedding
ji82-xba5,,5ery-qagt,,0.9187,embedding
ji82-xba5,,fn4k-qyk2,,0.8303,embedding
ji82-xba5,,8qgy-ka3v,,0.7878,embedding
ji82-xba5,,u35m-9t32,,0.8514,embedding
ji82-xba5,,iz2q-9x8d,,0.7815,embedding
ji82-xba5,,pqg4-dm6b,,0.8226,embedding
ji82-xba5,,if26-z6xq,,0.8295,embedding
ji82-xba5,,29bw-z7pj,,0.7838,embedding
ji82-xba5,,2n4x-d97d,,0.8274,embedding
ji82-xba5,,fwpa-qxaf,,0.8844,embedding
ji82-xba5,,d4iy-9uh7,,0.8775,embedding
ji82-xba5,,ycrg-ses3,,0.7636,embedding
ji82-xba5,,bdjm-n7q4,,0.8612,embedding
ji82-xba5,,pd5h-92mc,,0.8512,embedding
ji82-xba5,,6smc-7mk6,,0.8728,embedding
ji82-xba5,,p78i-pat6,,0.8233,embedding
ji82-xba5,,tc6u-8rnp,,0.8488,embedding
ji82-xba5,,vz8c-29aj,,0.7926,embedding
ji82-xba5,,98b7-th5j,,0.8226,embedding
ji82-xba5,,7crd-d9xh,,0.763,embedding
ji82-xba5,,kyad-zm4j,,0.8505,embedding
ji82-xba5,,6rrm-vxj9,,0.866,embedding
ji82-xba5,,ncre-qhxs,,0.7975,embedding
ji82-xba5,,wzur-rhz9,,0.8473,embedding
ji82-xba5,,adax-9mit,,0.8389,embedding
ji82-xba5,,fc53-9hrv,,0.7786,embedding
ji82-xba5,,b9km-gdpy,,0.8087,embedding
ji82-xba5,,h2bn-gu9k,,0.8232,embedding
ji82-xba5,,dt2z-amuf,,0.8237,embedding
ji82-xba5,,sbnd-xujn,,0.8811,embedding
ji82-xba5,,cmjf-yawu,,0.7515,embedding
ji82-xba5,,x9wy-ing4,,0.8366,embedding
ji82-xba5,,q5u8-89nv,,0.8131,embedding
ji82-xba5,,hu6m-9cfi,,0.8428,embedding
ji82-xba5,,kwte-dppd,,0.7618,embedding
ji82-xba5,,e5aq-a4j2,,0.7563,embedding
ji82-xba5,,inkn-q76z,,0.769,embedding
ji82-xba5,,cts7-vksw,,0.791,embedding
ji82-xba5,,3279-pp7v,,0.8501,embedding
ji82-xba5,,bquu-z2ht,,0.7951,embedding
ji82-xba5,,y9b6-624z,,0.8466,embedding
ji82-xba5,,rbed-zzin,,0.8022,embedding
ji82-xba5,,4kpn-sezh,,0.8305,embedding
ji82-xba5,,k5k6-6jex,,0.8261,embedding
ji82-xba5,,jdn9-td9w,,0.7543,embedding
ji82-xba5,,ubdi-jgw2,,0.8256,embedding
ji82-xba5,,fgq8-am2v,,0.7918,embedding
ji82-xba5,,g76y-dcqj,,0.7748,embedding
ji82-xba5,,kwvk-z7i9,,0.8021,embedding
ji82-xba5,,6v4b-5gp4,,0.7851,embedding
ji82-xba5,,5kqf-fg3n,,0.822,embedding
ji82-xba5,,w76s-c5u4,,0.8135,embedding
ji82-xba5,,xx2p-4jnq,,0.7921,embedding
ji82-xba5,,a5nd-6mit,,0.7918,embedding
ji82-xba5,,qnv7-p7a2,,0.8117,embedding
ji82-xba5,,37fm-7uaa,,0.8665,embedding
ji82-xba5,,nvgj-hbht,,0.7666,embedding
ji82-xba5,,u9wf-3gbt,,0.759,embedding
ji82-xba5,,3kfa-rvez,,0.8078,embedding
ji82-xba5,,bvug-v3mm,,0.8288,embedding
ji82-xba5,,799n-b76v,,0.7991,embedding
ji82-xba5,,ay9k-vznm,,0.7757,embedding
ji82-xba5,,ck4n-5h6x,,0.8551,embedding
ji82-xba5,,ebkm-iyma,,0.8401,embedding
ji82-xba5,,32cj-z7va,,0.799,embedding
ji82-xba5,,j55h-3upk,,0.7992,embedding
ji82-xba5,,n8q6-i44s,,0.8406,embedding
ji82-xba5,,cp6j-7bjj,,0.8618,embedding
ji82-xba5,,de3m-c5p4,,0.885,embedding
ji82-xba5,,esmy-s8q5,,0.876,embedding
ji82-xba5,,hm78-6dwm,,0.8287,embedding
ji82-xba5,,82zj-84is,,0.8625,embedding
ji82-xba5,,gfej-by6h,,0.8047,embedding
ji82-xba5,,9n6h-pt9g,,0.8113,embedding
ji82-xba5,,pdiy-9ae5,,0.8566,embedding
ji82-xba5,,cr93-x2xf,,0.8783,embedding
ji82-xba5,,uh2s-ftgh,,0.7592,embedding
ji82-xba5,,kevu-8hby,,0.8005,embedding
ji82-xba5,,5vi6-xdpy,,0.792,embedding
ji82-xba5,,vn4m-mk4t,,0.8639,embedding
ji82-xba5,,3as9-uee8,,0.7557,embedding
ji82-xba5,,pc34-d3sx,,0.8451,embedding
ji82-xba5,,w8dz-xpjh,,0.8487,embedding
ji82-xba5,,mu46-p9is,,0.8618,embedding
ji82-xba5,,cqc8-am9x,,0.8297,embedding
ji82-xba5,,y5rm-wagw,,0.8457,embedding
ji82-xba5,,e4ej-j6hn,,0.7825,embedding
ji82-xba5,,a4qt-mpr5,,0.8245,embedding
ji82-xba5,,sqcr-6mww,,0.7661,embedding
ji82-xba5,,kuxa-tauh,,0.902,embedding
ji82-xba5,,2bsr-c6qq,,0.8364,embedding
ji82-xba5,,xn3r-zk6y,,0.7502,embedding
ji82-xba5,,quxm-hmyr,,0.8116,embedding
ji82-xba5,,sp4a-vevi,,0.8303,embedding
ji82-xba5,,4yue-vjfc,,0.7805,embedding
ji82-xba5,,ayeb-p4mv,,0.8288,embedding
ji82-xba5,,242c-ru4i,,0.856,embedding
ji82-xba5,,u553-m549,,0.8389,embedding
ji82-xba5,,g9jx-npbk,,0.883,embedding
ji82-xba5,,9hxz-c2kj,,0.9061,embedding
ji82-xba5,,76ig-c548,,0.7789,embedding
ji82-xba5,,cwy2-px8b,,0.8172,embedding
ji82-xba5,,m8p6-tp4b,,0.8005,embedding
ji82-xba5,,9z9b-6hvk,,0.8018,embedding
ji82-xba5,,hxbk-grd3,,0.7568,embedding
ji82-xba5,,xw3j-2yxf,,0.852,embedding
ji82-xba5,,dy27-rrad,,0.8375,embedding
ji82-xba5,,ibs4-k445,,0.8217,embedding
ji82-xba5,,cm6g-t7ye,,0.7542,embedding
ji82-xba5,,97nd-ff3i,,0.762,embedding
ji82-xba5,,nk7g-qeep,,0.8248,embedding
ji82-xba5,,6anw-twe4,,0.8948,embedding
ji82-xba5,,8kuj-2n3u,,0.8471,embedding
ji82-xba5,,f264-qcv3,,0.8283,embedding
ji82-xba5,,8fei-z6rz,,0.7844,embedding
ji82-xba5,,bheb-sjfi,,0.887,embedding
ji82-xba5,,gkgs-za6m,,0.8476,embedding
ji82-xba5,,bf97-mjsy,,0.8425,embedding
ji82-xba5,,kyvb-rbwd,,0.7706,embedding
ji82-xba5,,buk3-3qpr,,0.8479,embedding
ji82-xba5,,b4mf-rg6h,,0.8576,embedding
ji82-xba5,,3r2x-bnmj,,0.7897,embedding
ji82-xba5,,wycc-5aqt,,0.8661,embedding
ji82-xba5,,qm5f-frjb,,0.7818,embedding
ji82-xba5,,rear-wh5i,,0.8307,embedding
ji82-xba5,,i595-2byq,,0.8738,embedding
ji82-xba5,,did2-qzw3,,0.7625,embedding
ji82-xba5,,itd7-gx3g,,0.7525,embedding
ji82-xba5,,uzcy-9puk,,0.7661,embedding
ji82-xba5,,hyur-qpyf,,0.8238,embedding
ji82-xba5,,56u5-n9sa,,0.8248,embedding
ji82-xba5,,x4ud-jhxu,,0.8389,embedding
ji82-xba5,,5694-9szk,,0.8491,embedding
ji82-xba5,,7u63-ib3x,,0.791,embedding
ji82-xba5,,edk2-vkjh,,0.7754,embedding
ji82-xba5,,w49t-5gha,,0.7756,embedding
ji82-xba5,,ghu2-eden,,0.8868,embedding
ji82-xba5,,d83i-6us7,,0.8377,embedding
ji82-xba5,,mk9u-qu7i,,0.8655,embedding
ji82-xba5,,592z-n7dk,,0.8741,embedding
ji82-xba5,,5ziv-wcy4,,0.8273,embedding
ji82-xba5,,xhvt-s4va,,0.7856,embedding
ji82-xba5,,exsg-kpya,,0.8108,embedding
ji82-xba5,,k65y-fzgq,,0.861,embedding
ji82-xba5,,uxsz-6j5j,,0.8462,embedding
ji82-xba5,,48pb-zy2g,,0.8675,embedding
ji82-xba5,,feuq-due4,,0.8957,embedding
ji82-xba5,,8wi4-bsy4,,0.8476,embedding
ji82-xba5,,bvna-6j7v,,0.8315,embedding
ji82-xba5,,cpcm-i88g,,0.7795,embedding
ji82-xba5,,sxmw-f24h,,0.7661,embedding
ji82-xba5,,56e3-rp8d,,0.825,embedding
ji82-xba5,,hy4q-igkk,,0.7661,embedding
ji82-xba5,,xpbf-ithr,,0.7974,embedding
ji82-xba5,,2z24-2htf,,0.7892,embedding
ji82-xba5,,3gkd-ddzn,,0.797,embedding
ji82-xba5,,aiww-p3af,,0.7661,embedding
ji82-xba5,,g3xg-qtbc,,0.7841,embedding
ji82-xba5,,shpd-5q9m,,0.8511,embedding
ji82-xba5,,tfbb-gszk,,0.8363,embedding
ji82-xba5,,yhdx-itry,,0.8701,embedding
ji82-xba5,,qrb4-aqtx,,0.8783,embedding
ji82-xba5,,ufxk-pq9j,,0.7774,embedding
ji82-xba5,,3bkg-usya,,0.8378,embedding
ji82-xba5,,fn6f-htvy,,0.8217,embedding
ji82-xba5,,rjkp-yttg,,0.8335,embedding
ji82-xba5,,a94k-kjys,,0.8225,embedding
ji82-xba5,,mf9g-zhbw,,0.8746,embedding
ji82-xba5,,r4c5-ndkx,,0.8151,embedding
ji82-xba5,,gy3q-4tzp,,0.7986,embedding
ji82-xba5,,5npv-j6gn,,0.8251,embedding
ji82-xba5,,wed3-5i35,,0.7666,embedding
ji82-xba5,,aqqw-n6ec,,0.791,embedding
ji82-xba5,,tzuk-eq2f,,0.8276,embedding
ji82-xba5,,esmb-8zkm,,0.7839,embedding
ji82-xba5,,xrwg-eczf,,0.7717,embedding
ji82-xba5,,bug8-9f3g,,0.7611,embedding
ji82-xba5,,sejx-2gn3,,0.7615,embedding
ji82-xba5,,xuid-t5nk,,0.7501,embedding
ji82-xba5,,ruu9-egea,,0.8172,embedding
ji82-xba5,,a3nt-yts4,,0.8703,embedding
ji82-xba5,,ybdk-jmnn,,0.8343,embedding
ji82-xba5,,pwts-g83w,,0.8038,embedding
ji82-xba5,,rsnd-bbih,,0.8349,embedding
ji82-xba5,,r465-fr2q,,0.83,embedding
ji82-xba5,,br6q-ssj3,,0.886,embedding
ji82-xba5,,97zg-4p9t,,0.8663,embedding
ji82-xba5,,bbtf-6p3c,,0.8254,embedding
ji82-xba5,,5dck-9m6g,,0.8809,embedding
ji82-xba5,,n55z-cx8y,,0.7578,embedding
ji82-xba5,,37it-gmcp,,0.7537,embedding
ji82-xba5,,qy7q-cb9e,,0.8693,embedding
ji82-xba5,,5ar6-qxhs,,0.9265,embedding
ji82-xba5,,6pwv-zmgh,,0.815,embedding
ji82-xba5,,b4dv-8mq4,,0.8448,embedding
ji82-xba5,,xphq-immx,,0.8171,embedding
ji82-xba5,,h4mf-f24e,,0.7923,embedding
ji82-xba5,,9umc-3b2y,,0.8292,embedding
ji82-xba5,,9jkp-n57r,,0.7544,embedding
ji82-xba5,,iaig-3vs5,,0.9107,embedding
ji82-xba5,,t26j-jbq7,,0.7704,embedding
ji82-xba5,,cmni-fvnx,,0.8924,embedding
ji82-xba5,,qmcw-ur37,,0.7664,embedding
ji82-xba5,,urzf-q2g5,,0.8603,embedding
ji82-xba5,,h2ic-zdws,,0.7544,embedding
ji82-xba5,,rma9-fm39,,0.8389,embedding
ji82-xba5,,5bgh-vtsn,,0.7813,embedding
ji82-xba5,,p5md-weyf,,0.8027,embedding
ji82-xba5,,d54t-ywim,,0.8425,embedding
ji82-xba5,,68k5-hdzw,,0.7901,embedding
ji82-xba5,,by6m-6zpb,,0.8043,embedding
ji82-xba5,,pvvr-75zk,,0.785,embedding
ji82-xba5,,8s5k-n45n,,0.7749,embedding
ji82-xba5,,hv9n-xgy4,,0.8306,embedding
ji82-xba5,,xggi-kgx9,,0.8583,embedding
ji82-xba5,,5xsi-dfpx,,0.7947,embedding
ji82-xba5,,pfn4-vjwr,,0.7937,embedding
ji82-xba5,,xesp-yqsx,,0.7564,embedding
ji82-xba5,,ud2m-5tb4,,0.753,embedding
ji82-xba5,,ig76-wwag,,0.7615,embedding
ji82-xba5,,h426-x5gi,,0.7717,embedding
ji82-xba5,,t474-a92g,,0.7704,embedding
ji82-xba5,,v8i9-yfpr,,0.8003,embedding
ji82-xba5,,ijwa-mn2v,,0.7984,embedding
ji82-xba5,,ge8j-uqbf,,0.7784,embedding
ji82-xba5,,wswf-9pts,,0.785,embedding
ji82-xba5,,cwqt-nvfg,,0.7609,embedding
ji82-xba5,,67g2-p84d,,0.9984,embedding
ji82-xba5,,2er2-jqsx,,0.7959,embedding
ji82-xba5,,tvfr-dhen,,0.7513,embedding
ji82-xba5,,gshi-yqza,,0.7664,embedding
ji82-xba5,,66yh-nemi,,0.839,embedding
ji82-xba5,,qxzj-vkn2,,0.8543,embedding
ji82-xba5,,64pa-8bza,,0.7666,embedding
ji82-xba5,,auuc-fqzi,,0.8748,embedding
ji82-xba5,,t4f2-8md7,,0.8645,embedding
ji82-xba5,,ckaz-6gaa,,0.7821,embedding
ji82-xba5,,8gpu-s594,,0.7822,embedding
ji82-xba5,,r8mb-budb,,0.7883,embedding
ji82-xba5,,tkzt-zfpz,,0.7504,embedding
ji82-xba5,,eyb2-p5s8,,0.7899,embedding
ji82-xba5,,f72e-3i4c,,0.8589,embedding
ji82-xba5,,uwmn-v7un,,0.7869,embedding
ji82-xba5,,3spy-rjpw,,0.8222,embedding
ji82-xba5,,kcrr-myj9,,0.7939,embedding
ji82-xba5,,xip9-pe9k,,0.7707,embedding
ji82-xba5,,9f5n-qdib,,0.8507,embedding
ji82-xba5,,fp78-wt5b,,0.8493,embedding
ji82-xba5,,7su9-xgtn,,0.8719,embedding
ji82-xba5,,i2y3-sx2e,,0.8052,embedding
ji82-xba5,,uebm-cmjr,,0.7668,embedding
ji82-xba5,,8z5h-tzdr,,0.8134,embedding
ji82-xba5,,29km-avyc,,0.8389,embedding
ji82-xba5,,imfq-nf3j,,0.8058,embedding
ji82-xba5,,ibip-ftv5,,0.7883,embedding
ji82-xba5,,hxx3-bwgv,,0.8465,embedding
ji82-xba5,,yj3u-pw36,,0.8225,embedding
ji82-xba5,,i5n2-q8ck,,0.789,embedding
ji82-xba5,,tsy7-gcm8,,0.8521,embedding
ji82-xba5,,jup5-7fik,,0.7681,embedding
ji82-xba5,,p36g-evi5,,0.9014,embedding
ji82-xba5,,bmjq-373p,,0.8197,embedding
ji82-xba5,,xffd-vsgf,,0.7569,embedding
ji82-xba5,,mdgu-ar69,,0.7699,embedding
ji82-xba5,,gnyq-kf2y,,0.7886,embedding
ji82-xba5,,yv4m-nu6d,,0.7958,embedding
ji82-xba5,,jign-uhe6,,0.8276,embedding
ji82-xba5,,vpeq-ndkd,,0.7516,embedding
ji82-xba5,,c6ph-pcpz,,0.7886,embedding
ji82-xba5,,3ups-txji,,0.7507,embedding
ji82-xba5,,kpjg-ubxi,,0.7921,embedding
ji82-xba5,,dx24-9ef7,,0.7675,embedding
ji82-xba5,,e7es-jx5j,,0.8631,embedding
ji82-xba5,,8kvz-b7tv,,0.8372,embedding
ji82-xba5,,dpb9-ubdh,,0.7879,embedding
ji82-xba5,,yunp-vs8g,,0.7719,embedding
ji82-xba5,,xs5m-jrpm,,0.8463,embedding
ji82-xba5,,xxjs-y9yk,,0.7677,embedding
ji82-xba5,,44t3-dj6x,,0.7948,embedding
ji82-xba5,,mcti-yg8i,,0.7959,embedding
ji82-xba5,,u7wp-np5k,,0.7819,embedding
ji82-xba5,,gk83-aa6y,,0.7701,embedding
ji82-xba5,,4zdr-zwdi,,0.7958,embedding
ji82-xba5,,kun8-kdsr,,0.8615,embedding
ji82-xba5,,922w-z7da,,0.7662,embedding
ji82-xba5,,u69g-mvrb,,0.7548,embedding
ji82-xba5,,tcwb-nry3,,0.8528,embedding
ji82-xba5,,kwss-yksz,,0.8454,embedding
ji82-xba5,,inb9-u6nt,,0.7603,embedding
ji82-xba5,,36qa-cicj,,0.77,embedding
ji82-xba5,,8rjn-kpsh,,0.7893,embedding
ji82-xba5,,fpeh-f7ci,,0.762,embedding
ji82-xba5,,p3r6-jdne,,0.7746,embedding
ji82-xba5,,wyj6-frpa,,0.8638,embedding
ji82-xba5,,3vyj-dkjt,,0.8449,embedding
ji82-xba5,,qjvp-rnsx,,0.8383,embedding
ji82-xba5,,tcj7-bhry,,0.8589,embedding
ji82-xba5,,83z6-smyr,,0.8269,embedding
ji82-xba5,,yqhh-93zq,,0.8528,embedding
ji82-xba5,,vnz6-h2k4,,0.7713,embedding
ji82-xba5,,qves-4x9c,,0.7564,embedding
ji82-xba5,,af2s-4k4p,,0.7964,embedding
ji82-xba5,,fbkk-n4e3,,0.8226,embedding
ji82-xba5,,76hw-72td,,0.791,embedding
ji82-xba5,,6njb-jmjq,,0.8378,embedding
ji82-xba5,,dtmw-avzj,,0.8036,embedding
ji82-xba5,,bdha-6eqy,,0.8597,embedding
ji82-xba5,,mpg8-b8s5,,0.7516,embedding
ji82-xba5,,kgzj-pjna,,0.8317,embedding
ji82-xba5,,8532-9v5k,,0.8631,embedding
ji82-xba5,,2ji4-fd5z,,0.7943,embedding
ji82-xba5,,7z3a-ched,,0.832,embedding
ji82-xba5,,sm2x-35i7,,0.7541,embedding
ji82-xba5,,pvxf-9irb,,0.8698,embedding
ji82-xba5,,k84j-firu,,0.8314,embedding
ji82-xba5,,dimy-qyej,,0.8621,embedding
ji82-xba5,,7f4s-uwi7,,0.7548,embedding
ji82-xba5,,cgcg-w2ys,,0.8543,embedding
ji82-xba5,,mdmw-kuen,,0.7557,embedding
ji82-xba5,,yqky-aebb,,0.8516,embedding
ji82-xba5,,6wee-b7wf,,0.8222,embedding
ji82-xba5,,vmfm-wic2,,0.8153,embedding
ji82-xba5,,w38c-pyzq,,0.8412,embedding
ji82-xba5,,tmt9-43em,,0.7843,embedding
ji82-xba5,,855v-w7mc,,0.8317,embedding
ji82-xba5,,ahcp-vck8,,0.791,embedding
ji82-xba5,,w9zq-xm8b,,0.8615,embedding
ji82-xba5,,brsj-szf5,,0.828,embedding
ji82-xba5,,is5y-7g3y,,0.7617,embedding
ji82-xba5,,i85y-pwpn,,0.7943,embedding
ji82-xba5,,wkij-g2bh,,0.7953,embedding
ji82-xba5,,tpt8-yikk,,0.791,embedding
ji82-xba5,,ya22-5bh7,,0.791,embedding
ji82-xba5,,fzy4-e84j,,0.8303,embedding
ji82-xba5,,rdff-24yn,,0.7896,embedding
ji82-xba5,,tzsf-n2j8,,0.8154,embedding
ji82-xba5,,ns8x-qshd,,0.8846,embedding
ji82-xba5,,32rn-zwi7,,0.8218,embedding
ji82-xba5,,kx6j-f3vm,,0.7943,embedding
ji82-xba5,,2td3-mfek,,0.8196,embedding
ji82-xba5,,7igh-afai,,0.8063,embedding
ji82-xba5,,5mv6-f76y,,0.8009,embedding
ji82-xba5,,eubv-y6cr,,0.8116,embedding
ji82-xba5,,5n8j-8i2y,,0.8063,embedding
